Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
30,0.855309431,0.779441149,0.932021552,1.00788356,0.856141243,0.702535074,0.969193356,0.673711052,1.119853165,0.993449837,0.853939231,0.831275238,0.788245839,0.695755757,0.627345247,0.631927822,0.747135894,1.08802266,0.766907668,0.708770065,0.898667814,0.966120975,0.689787859,0.865743426,0.73678124,0.979713066,0.908766887,0.976283268,0.948522702,0.853939231,0.456460145,0.699907453,0.531559258,0.586812398,0.581866545,0.611880976,0.501489869,0.494047031,0.510768344,0.494047031
31,0.974470187,0.846847886,1.008676066,0.953030216,0.970246968,0.790999512,1.032413569,0.763840215,1.176033439,1.081888195,0.926169514,0.917941195,0.924483089,0.716438555,0.728604181,0.698213957,0.843766187,1.171217155,0.919475824,0.71929547,0.9197763,1.052227118,0.883147875,0.94816522,0.763419488,1.105628837,1.04214106,1.123083809,0.992451554,0.926169514,0.495301239,0.756647936,0.535472216,0.639566415,0.622555603,0.643509699,0.519425946,0.516508436,0.542842188,0.516508436
32,1.085056413,0.893342291,1.132053332,0.907878823,1.04367031,0.889881541,1.122571091,0.898020674,1.22450065,1.165770259,0.987084349,1.030247967,1.005282777,0.779165073,0.847076856,0.802798748,0.978141487,1.285105427,1.034305639,0.791546131,0.946248417,1.14762168,1.028510724,0.992836574,0.880065765,1.229335561,1.153148137,1.263916847,1.040261861,0.987084349,0.522466522,0.801605436,0.565136415,0.69108293,0.620086729,0.669683744,0.522307415,0.532534662,0.579925808,0.532534662
33,1.143564975,0.96095206,1.244479953,0.937544408,1.084909985,0.954882768,1.21162913,1.017197382,1.225230264,1.204623335,1.03781528,1.113324209,1.05196704,0.891733743,0.9687927,0.910329589,1.105828772,1.325232928,1.084782913,0.865759156,0.985178,1.195318961,1.078564913,1.048203886,1.008755168,1.273516533,1.200367565,1.317624362,1.136923685,1.03781528,0.517035279,0.792328661,0.573599899,0.713217772,0.62308177,0.668411582,0.554658758,0.559591344,0.588634977,0.559591344
34,1.180763307,0.993538751,1.325271377,0.968889176,1.132419206,0.981333238,1.263304783,1.11337071,1.21157606,1.234488412,1.03800387,1.167682738,1.097977973,0.986671176,1.050149111,0.936844043,1.168557745,1.332068959,1.126289106,1.02203466,1.009400853,1.209941943,1.090221368,1.084381391,1.104067908,1.288979873,1.234332417,1.280625852,1.20767705,1.03800387,0.466346324,0.754097016,0.590782064,0.711266104,0.611239987,0.663079241,0.532695712,0.554117664,0.556316086,0.554117664
35,1.198416752,1.017699599,1.329894983,0.976725368,1.152899721,1.009957979,1.302061522,1.168550379,1.20959568,1.242728895,1.034043463,1.186656941,1.124462315,1.08330392,1.083661855,1.028171607,1.205918383,1.332820922,1.144051843,1.123720775,1.01286126,1.22826774,1.086792999,1.107660829,1.184642155,1.274621057,1.249243815,1.247207843,1.255520726,1.034043463,0.445229115,0.707180777,0.573313635,0.699627652,0.604773903,0.656650008,0.51871945,0.533442509,0.552058931,0.533442509
36,1.203964978,1.033637638,1.3228379,0.963665048,1.155546863,1.035349674,1.303435875,1.17946543,1.212201444,1.258800506,1.035363599,1.206143961,1.139051148,1.145013251,1.099129274,1.072362364,1.218756298,1.324275884,1.156790776,1.160648891,1.002826078,1.239878262,1.099820801,1.118985961,1.231352279,1.272412009,1.239302883,1.300915358,1.249801379,1.035363599,0.407584031,0.670533015,0.573950591,0.687987157,0.593600252,0.626341428,0.516914709,0.508479542,0.51564756,0.508479542
37,1.174710697,1.047646869,1.298989829,1.01721236,1.158194004,1.047071826,1.297388724,1.170256967,1.208240682,1.264834034,1.041021323,1.203579879,1.150946657,1.178919477,1.057217556,0.963358498,1.220908763,1.311971028,1.16438629,1.179202147,0.986562163,1.230652604,1.108734561,1.106717068,1.259223513,1.284561776,1.255042692,1.362977375,1.244220908,1.041021323,0.398783752,0.633484676,0.555054182,0.668531925,0.585330448,0.585246366,0.492223209,0.511738912,0.540040806,0.511738912
38,1.161974997,1.039322543,1.280738755,1.024302248,1.164463549,1.036881116,1.308933285,1.154151045,1.205217996,1.227742962,1.024991104,1.187682574,1.135011164,1.216555388,1.017883741,1.00902228,1.219909404,1.303015828,1.17652715,1.142095635,0.962858372,1.228204981,1.108048887,1.119929722,1.280557051,1.281248203,1.256699514,1.320011363,1.24151765,1.024991104,0.381773335,0.62491171,0.53845234,0.670019059,0.572765336,0.568354797,0.483474667,0.505929301,0.528236094,0.505929301
39,1.151256833,1.032622476,1.268328024,1.010122472,1.164184903,1.027484487,1.304535357,1.132889807,1.225126034,1.187964389,1.087414665,1.171272452,1.130522292,1.206044458,1.025423415,1.032590683,1.216219464,1.307664329,1.16438629,1.133889387,0.967529922,1.236865803,1.070336827,1.111121286,1.27832047,1.296711544,1.262498391,1.349848871,1.231563338,1.087414665,0.396614807,0.629894259,0.539041605,0.656964272,0.582064402,0.553639553,0.493734978,0.487606359,0.539413968,0.487606359
